sentences,labels
"['航', '到', '名', '辉', '豪', '庭']","['X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['导航', '静海县', '城关', '医院']","['IO', 'IG', 'IG', 'IG']"
"['(', 'unknown', ')', '县公安局', '交通警察', '(', 'unknown', ')']","['X', 'X', 'X', 'IA', 'IA', 'X', 'X', 'X']"
"['看', '一', '下去', '公司', '的', '路况']","['IO', 'X', 'X', 'IG', 'X', 'X']"
"['我', '要', '去', '甘肃', '国际', '大酒店']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['我', '要', '去', '王若飞', '公园']","['X', 'X', 'X', 'IG', 'IG']"
['确定'],['X']
"['导航', '去', '昆明市', '圣', '圣约翰', '医院']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['去', '嵩县', '政府']","['X', 'IG', 'IG']"
"['金', '鼎泰', '大厦']","['IA', 'IA', 'IA']"
"['(', 'side', ')']","['X', 'X', 'X']"
['第二个'],['IP']
"['导航', '到', '罗定', '市', '双', '东镇']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
"['我', '去', '吉林省', '蛟河市', '天', '山乡', '大屯']","['X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '去', '历', '山路', '巴比伦', '酒店']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['去', '龙城', '公园']","['X', 'IG', 'IG']"
"['导航', '到', '国际', '展览', '中心']","['IO', 'X', 'IG', 'IG', 'IG']"
"['取消', '导航']","['IO', 'IN']"
"['去', '正泰', '电器']","['X', 'IG', 'IG']"
"['为', '我', '导航', '北京市', '三零', '幺', '医院']","['X', 'X', 'IO', 'IG', 'IG', 'IG', 'IG']"
"['玉龙', '国际']","['IA', 'IA']"
"['(', 'unknown', ')', '汽车', '西站']","['X', 'X', 'X', 'IA', 'IA']"
"['导航', '南昌', '濮阳', '服务']","['IO', 'IG', 'IG', 'IG']"
"['导航', '到', '嵩山', '路西', '花园酒店']","['IO', 'X', 'IG', 'IG', 'IG']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
"['我', '要', '去', '翠香', '花园', '(', 'robot', ')', '前方', '一百米', '有', '闯红灯', '拍照', '限速', '七十公里']","['X', 'X', 'X', 'IG', 'IG', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['去', '北京']","['X', 'IG']"
"['西宁市', '湟源县', '湟', '源', '小区']","['IA', 'IA', 'IA', 'IA', 'IA']"
"['中', '通', '快递']","['IA', 'IA', 'IA']"
['确定'],['X']
['第一个'],['IP']
"['去', '绵阳', '市委', '党校']","['X', 'IG', 'IG', 'IG']"
"['(', 'side', ')', '(', 'unknown', ')', '，', '导航', '到', '黄山景区']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'IO', 'X', 'IG']"
"['我', '想', '去', '龙辉', '汽车', '总站']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['第二个', '周口市']","['IP', 'IA']"
"['北山', '水库']","['IA', 'IA']"
"['导航', '去', '雅安']","['IO', 'X', 'IG']"
"['我', '要', '去', '奔', '马', '集团']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['(', 'side', ')']","['X', 'X', 'X']"
"['小', '(', 'unknown', ')', '导航']","['X', 'X', 'X', 'X', 'IO']"
"['我', '要', '到', '贵', '安', '新区', '行政', '中心']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '格', '家', '坨', '镇', '新村']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
['第一个'],['IP']
"['我', '要', '去', '民生路', '一千三百', '九十九', '号']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['导航', '车', '陂']","['IO', 'IG', 'IG']"
"['我', '要', '去', '常州', '荆川', '公园']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['粤', '新', '建材城']","['IA', 'IA', 'IA']"
"['高', '港区']","['IA', 'IA']"
"['你', '好', '请', '导航', '到', '广西', '财经', '学院']","['X', 'X', 'X', 'IO', 'X', 'IG', 'IG', 'IG']"
"['请', '导航', '到', '西乡', '宝', '源', '路', '西乡', '固', '戍', '一路']","['X', 'IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['到', '长春', '火车站', '多少', '公里']","['X', 'IG', 'IG', 'X', 'X']"
['第一'],['IP']
"['第一条', '路线', '开始', '导航']","['IP', 'X', 'IO', 'IO']"
"['不', '去', '了', '关闭']","['X', 'X', 'X', 'IO']"
"['呃', '我', '要', '我', '要', '去', '最近', '的', '哈', '根', '达', '斯', '店']","['X', 'X', 'X', 'X', 'X', 'X', 'IK', 'X', 'II', 'II', 'II', 'II', 'II']"
"['我', '要', '去', '南京', '南站']","['X', 'X', 'X', 'IG', 'IG']"
"['滇池', '路', '七百六十八', '号']","['IA', 'IA', 'IA', 'IA']"
"['我', '要', '去', '常熟', '理工学院']","['X', 'X', 'X', 'IG', 'IG']"
['导航'],['IO']
"['到', '杨林', '职教', '园区']","['X', 'IG', 'IG', 'IG']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
"['我', '要', '去', '巧', '家', '县公安局']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['导航', '到', '平安', '巷']","['IO', 'X', 'IG', 'IG']"
"['导航', '到', '石棉', '县政府']","['IO', 'X', 'IG', 'IG']"
"['给', '我', '导航', '到', '苏州得月楼']","['X', 'X', 'IO', 'X', 'IG']"
"['导航', '江门市', '江海区', '新兴路', '九十六', '号']","['IO', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['导航', '去', '溪', '麓', '南郡']","['IO', 'X', 'IG', 'IG', 'IG']"
"['请', '导航', '到', '玉林', '火车站']","['X', 'IO', 'X', 'IG', 'IG']"
"['我', '要', '去', '兰州', '新区']","['X', 'X', 'X', 'IG', 'IG']"
"['不', '导航']","['X', 'DO']"
"['我', '要', '听', '小苹果']","['X', 'X', 'X', 'X']"
"['导航', '到', '航海', '路', '与', '郑', '密', '路', '交叉口', '交警大队']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['给', '我', '导', '一下', '天津市', '西青区', '大寺', '赛', '达', '世纪', '公寓', '西南', '门']","['X', 'X', 'IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '国资', '商城']","['IO', 'X', 'IG', 'IG']"
"['给', '我', '导航', '一下', '呈祥', '大道', '与', '建设路', '交叉口']","['X', 'X', 'IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['长洲', '镇']","['IA', 'IA']"
"['到', '四十八', '道']","['X', 'IG', 'IG']"
"['关闭', '导航']","['IO', 'IN']"
"['万达', '广场']","['IA', 'IA']"
"['取消', '导航']","['IO', 'IN']"
"['遵义市', '汇川', '区']","['IA', 'IA', 'IA']"
"['我', '要', '去', '红安', '派出所']","['X', 'X', 'X', 'IG', 'IG']"
"['导航', '周口', '儿童医院']","['IO', 'IG', 'IG']"
"['要', '去', '北京', '绿', '佳', '福源', '山庄']","['X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['请', '导航', '到', '都', '峤']","['X', 'IO', 'X', 'IG', 'IG']"
"['我', '要', '去', '广州市']","['X', 'X', 'X', 'IG']"
['喀什'],['IA']
"['帮', '我', '导航', '去', '金', '阳', '商贸城']","['X', 'X', 'IO', 'X', 'IG', 'IG', 'IG']"
"['导航', '去', '珠海']","['IO', 'X', 'IG']"
"['上', '高速']","['IM', 'IM']"
"['安', '慧', '桥', '安', '慧', '桥', '第三个']","['IA', 'IA', 'IA', 'IA', 'IA', 'IA', 'IP']"
"['(', 'unknown', ')', '(', 'side', ')']","['X', 'X', 'X', 'X', 'X', 'X']"
"['来', '一', '首', '韩红', '的', '天亮', '了']","['X', 'X', 'X', 'X', 'X', 'X', 'X']"
['导航'],['IO']
"['沈阳', '长白', '岛']","['IA', 'IA', 'IA']"
"['到', '滇缅', '大道', '西域', '时代']","['X', 'IG', 'IG', 'IG', 'IG']"
"['去', '新', '亚洲', '体育', '城', 'b', '二', '口']","['X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['医科大学', '第四', '医院']","['IA', 'IA', 'IA']"
"['给', '我', '导航', '云南省', '昆明市', '黄土坡']","['X', 'X', 'IO', 'IG', 'IG', 'IG']"
"['搜索', '附近', '的', '饭店']","['IO', 'IK', 'X', 'IC']"
"['我', '要', '去', '广州', '车', '光', '装饰城']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['导航', '去', '宝', '水']","['IO', 'X', 'IG', 'IG']"
"['安家镇', '中心', '小学']","['IA', 'IA', 'IA']"
"['我', '导航', '去', '远方', '市场']","['X', 'IO', 'X', 'IG', 'IG']"
"['关闭', '导航']","['IO', 'IN']"
['第二个'],['IP']
"['去', '大', '张', '百货']","['X', 'IG', 'IG', 'IG']"
"['去', '大理']","['X', 'IG']"
"['(', 'unknown', ')', '我', '要', '去', '鑫', '苑', '大都会']","['X', 'X', 'X', 'X', 'X', 'X', 'IG', 'IG', 'IG']"
['导航'],['IO']
['第一个'],['IP']
"['导航', '到']","['IO', 'X']"
"['(', 'robot', ')']","['X', 'X', 'X']"
"['导航', '到', '洛阳', '汽车站']","['IO', 'X', 'IG', 'IG']"
"['要', '去', '第一个']","['X', 'X', 'IP']"
"['导航', '去', '东莞', '长安', '酒店']","['IO', 'X', 'IG', 'IG', 'IG']"
"['导航', '导航', '打开']","['IN', 'IN', 'IO']"
"['虞城县', '教育局']","['IA', 'IA']"
['确定'],['X']
"['(', 'unknown', ')', '三个', '上海虹桥']","['X', 'X', 'X', 'X', 'IA']"
"['我', '要', '去', '甘肃', '武威']","['X', 'X', 'X', 'IG', 'IG']"
"['请', '导航', '到', '金月', '湾', '生态园']","['X', 'IO', 'X', 'IG', 'IG', 'IG']"
"['我', '要', '去', '苏州市', '赣江', '路', '桐', '泾', '路口']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['请', '导航', '到', '莲花', '街', '河南', '工业大学', '东门']","['X', 'IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['(', 'side', ')', '(', 'unknown', ')', '倒']","['X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['我', '要', '去', '大', '板桥', '街']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
['退出'],['IO']
"['寻找', '半', '塔', '镇', '卫生室']","['IO', 'IA', 'IA', 'IA', 'IA']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
"['去', '盐', '亭', '县', '(', 'unknown', ')']","['X', 'IG', 'IG', 'IG', 'X', 'X', 'X']"
"['请', '导航', '到', '弘', '基', '书香', '园']","['X', 'IO', 'X', 'IG', 'IG', 'IG', 'IG']"
['导航'],['IO']
"['我', '要', '去', '仁信', '工业']","['X', 'X', 'X', 'IG', 'IG']"
['确定'],['X']
"['去', '(', 'unknown', ')', '南', '江燕']","['X', 'X', 'X', 'X', 'IG', 'IG']"
"['导航', '山东省', '泰安市', '高铁站']","['IO', 'IG', 'IG', 'IG']"
"['我', '要', '去', '威海', '交警', '四', '中队']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['去', '拜', '泉县']","['X', 'IG', 'IG']"
"['我', '要', '去', '西海岸', '广场']","['X', 'X', 'X', 'IG', 'IG']"
"['导航', '到', '水晶', '森林']","['IO', 'X', 'IG', 'IG']"
"['我', '要', '去', '大同', '水泥', '冀东', '有限', '责任', '公司']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '去', '开阳', '毛', '云']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['我', '要', '去', '小天鹅', '火锅']","['X', 'X', 'X', 'IG', 'IG']"
"['我', '要', '去', '温岭', '箬', '横']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['导航', '去', '北京', '(', 'unknown', ')']","['IO', 'X', 'IG', 'X', 'X', 'X']"
"['我', '去', '安徽', '阜阳']","['X', 'X', 'IG', 'IG']"
"['到', '堰', '桥', '服务区']","['X', 'IG', 'IG', 'IG']"
"['导航', '去', '山东', '鑫', '国', '基础工程', '有限公司']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['导航', '去', '高桥', '收费站']","['IO', 'X', 'IG', 'IG']"
"['我', '想', '去', '榆树市', '刘家', '镇']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['我', '想', '去', '长垣', '县', '建业', '(', 'side', ')', '建业', '是', '啥', '(', 'unknown', ')', '建', '建业', '(', 'unknown', ')', '建业', '是', '个', '小区', '(', 'unknown', ')']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'X', 'X', 'X', 'IG', 'X', 'X', 'X', 'X', 'X', 'IG', 'IG', 'X', 'X', 'X', 'IG', 'X', 'X', 'X', 'X', 'X', 'X']"
"['导航', '到', '铜陵市']","['IO', 'X', 'IG']"
"['我', '要', '到', '庄河']","['X', 'X', 'X', 'IG']"
"['帮', '我', '导航', '到', '个', '广州', '东站', '重聚', '酒店']","['X', 'X', 'IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
"['导航', '到', '广西', '电力', '职业', '技术', '学院']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['常州', '新', '北区']","['IA', 'IA', 'IA']"
"['找', '一下', '附近', '的', '宾馆']","['IO', 'X', 'IK', 'X', 'IC']"
"['闭', '导航']","['IO', 'IN']"
"['(', 'side', ')', '(', 'dialect', ')']","['X', 'X', 'X', 'X', 'X', 'X']"
"['导航', '到', '螺蛳', '湾']","['IO', 'X', 'IG', 'IG']"
"['季', '亚', '德', '饺子馆']","['IA', 'IA', 'IA', 'IA']"
"['去', '北京']","['X', 'IG']"
"['放', '首']","['X', 'X']"
"['到', '晋江', '锦田', '大道']","['X', 'IG', 'IG', 'IG']"
"['导航', '去', '利川']","['IO', 'X', 'IG']"
"['去', '金', '座', '晟', '景']","['X', 'IG', 'IG', 'IG', 'IG']"
"['导航', '佳', '隆', '国际', '大厦']","['IO', 'IG', 'IG', 'IG', 'IG']"
"['取消', '导航']","['IO', 'IN']"
"['导航', '到', '晨光', '雅', '园']","['IO', 'X', 'IG', 'IG', 'IG']"
"['导航', '到', '安', '德', '第六', '地税所', '(', 'robot', ')', '前方', '六百', '米', '有', '限速', '拍照', '限速', '一百']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['惠东', '金', '凯悦', '怎么', '走']","['IG', 'IG', 'IG', 'X', 'X']"
"['导航', '去', '建设银行']","['IO', 'X', 'IG']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
"['去', '大明湖', '北门']","['X', 'IG', 'IG']"
"['导航', '到', '环球', '中心']","['IO', 'X', 'IG', 'IG']"
"['我', '在', '安徽省', '阜阳市', '临泉县']","['X', 'X', 'IA', 'IA', 'IA']"
"['导航', '去', '海德', '花园']","['IO', 'X', 'IG', 'IG']"
"['(', 'unknown', ')', '航', '(', 'unknown', ')', '妇幼保健', '医院']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'IA', 'IA']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
"['我', '要', '去', '大', '红楼', '宾馆', '住宿']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'X']"
['确定'],['X']
['第一个'],['IP']
"['方', '州', '幼儿园', '到', '青阳']","['ID', 'ID', 'ID', 'X', 'IG']"
"['帮', '我', '导航', '到', '大化', '县', '人民政府']","['X', 'X', 'IO', 'X', 'IG', 'IG', 'IG']"
"['(', 'robot', ')']","['X', 'X', 'X']"
"['开心', '俱乐部']","['IA', 'IA']"
"['导航', '到', '罗湖', '春天']","['IO', 'X', 'IG', 'IG']"
"['我', '要', '去', '莘', '砖', '公路', '收费站']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['去', '你', '家']","['X', 'X', 'X']"
"['我', '要', '到', '一站式', '服务', '中心']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['导航', '到', '卫生院']","['IO', 'X', 'IG']"
"['我', '要', '到', '成都', '红', '牌楼']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
['回家'],['X']
"['(', 'unknown', ')', '去', '昌黎', '商场']","['X', 'X', 'X', 'X', 'IG', 'IG']"
"['去', '广东']","['X', 'IG']"
"['导航', '到', '尉氏', '小', '村镇']","['IO', 'X', 'IG', 'IG', 'IG']"
"['带', '我', '去', '广平', '县', '胜', '营', '镇']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '去', '(', 'unknown', ')', '车辆管理所']","['X', 'X', 'X', 'X', 'X', 'X', 'IG']"
['导航'],['IO']
"['(', 'unknown', ')', '导航']","['X', 'X', 'X', 'IO']"
"['导航', '去', '广州', '新', '白云机场', '(', 'unknown', ')']","['IO', 'X', 'IG', 'IG', 'IG', 'X', 'X', 'X']"
"['关闭', '导航']","['IO', 'IN']"
"['去', '北京']","['X', 'IG']"
['黄金海岸'],['IA']
"['去', '荷花', '山庄']","['X', 'IG', 'IG']"
"['我', '要', '去', '会宁', '(', 'unknown', ')']","['X', 'X', 'X', 'IG', 'X', 'X', 'X']"
"['我', '要', '去', '澳大利亚']","['X', 'X', 'X', 'IG']"
"['我', '要', '去', '暮光', '之', '城']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
['第一个'],['IP']
"['韩', '店', '镇', '大王', '坨']","['IA', 'IA', 'IA', 'IA', 'IA']"
"['恩施', '去', '恩施']","['IG', 'X', 'IG']"
['导航'],['IO']
"['哎', '你', '好', '帮', '我', '导航', '到', '光', '光泽', '光泽县', '金', '岭', '下', '高速']","['X', 'X', 'X', 'X', 'X', 'IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '平邑县', '肯德基']","['IO', 'X', 'IG', 'IG']"
"['云南省', '曲靖市', '小', '坡', '收费站']","['IA', 'IA', 'IA', 'IA', 'IA']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
"['黎', '城市', '兴业', '银行']","['IA', 'IA', 'IA', 'IA']"
"['到', '浙江省', '嘉善', '县', '第一', '人民医院']","['X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['退出', '导航']","['IO', 'IN']"
"['去', '连云港']","['X', 'IG']"
"['天', '之', '眼']","['X', 'X', 'X']"
"['(', 'side', ')', '他', '说', '啥', '呢', '聊', '啥', '呀', '嫂子', '啊', '世贸', '城', '世贸', '城', '，', '石家庄', '世贸', '城', '(', 'side', ')', '哎呦', '(', 'unknown', ')', '北京', '了', '你', '(', 'unknown', ')', '石家庄', '(', 'unknown', ')']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'IA', 'IA', 'IA', 'IA', 'X', 'IA', 'IA', 'IA', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'IA', 'X', 'X', 'X']"
"['澳', '龙', '花园']","['IA', 'IA', 'IA']"
"['你', '好', '玲玲', '请到', '昆明市', '兰', '雁', '静园', '小区']","['X', 'X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['下', '响', '水', '圩', '响', '水', '开发区', '名门', '春天', '小区']","['IA', 'IA', 'IA', 'IA', 'IA', 'IA', 'IA', 'IA', 'IA', 'IA']"
"['导航', '到', '赣州市', '中级', '人民法院']","['IO', 'X', 'IG', 'IG', 'IG']"
"['我', '想', '去', '长', '流水']","['X', 'X', 'X', 'IG', 'IG']"
"['导航', '到', '乌', '苏', '市', '万山', '花园', '东北', '二百九十', '米', '乐意']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['(', 'unknown', ')', '四个']","['X', 'X', 'X', 'X']"
"['导航', '贵阳市', '息烽县', '育才', '路']","['IO', 'IG', 'IG', 'IG', 'IG']"
"['到', '泰', '荣', '银行', '上海', '浦东', '支行']","['X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '虎门镇', '万达', '广场']","['IO', 'X', 'IG', 'IG', 'IG']"
"['关闭', '导航']","['IO', 'IN']"
"['导航', '到', '东莞', '长安镇', '东盛', '车行']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['云南省', '枚', '江县']","['IA', 'IA', 'IA']"
"['(', 'unknown', ')', '(', 'robot', ')', '请', '检测', '网络']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['帮', '我', '导航', '到', '东郊', '红山', '小铺']","['X', 'X', 'IO', 'X', 'IG', 'IG', 'IG']"
"['我', '要', '去', '香江', '路']","['X', 'X', 'X', 'IG', 'IG']"
"['导航', '到', '上海虹桥', '高铁站']","['IO', 'X', 'IG', 'IG']"
"['我', '要', '到', '江安县', '阳春', '道']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['到', '栖霞', '市', '永', '晨', '老年', '公寓']","['X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
['第一个'],['IP']
"['导航', '到', '临西县']","['IO', 'X', 'IG']"
"['我', '要', '去', '离石', '中', '高速', '出口']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '去', '那个', '开发区', '广州', '路上', '坡', '右手', '第一个', '大院']","['X', 'X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['导航', '德州市', '陵', '城区', '郑家', '寨', '新城', '社区']","['IO', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['布尔', '津']","['IA', 'IA']"
"['我', '要', '走', '宁夏', '回族', '自治区党委', '大院']","['X', 'X', 'X', 'IJ', 'IJ', 'IJ', 'IJ']"
['第一个'],['IP']
"['关闭', '导航']","['IO', 'IN']"
"['开发区', '峨眉山', '路', '导航']","['IG', 'IG', 'IG', 'IO']"
"['导航', '到', '青', '木', '关', '嘉兴', '玉', '大酒楼']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '去', '贵阳']","['X', 'X', 'X', 'IG']"
['确定'],['X']
"['导航', '到', '奉节']","['IO', 'X', 'IG']"
"['我', '要', '去', '县政府']","['X', 'X', 'X', 'IG']"
"['去', '中国', '邮政储蓄', '银行', '山东省', '分行']","['X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '去', '怀化', '金茂', '花园']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['我', '想', '去', '东辽县', '安石', '镇']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['去', '最近', '的', '一个']","['X', 'IK', 'X', 'X']"
"['导航', '上海市', '闸北', '公园']","['IO', 'IG', 'IG', 'IG']"
"['到', '进京', '证', '办理', '处']","['X', 'IG', 'IG', 'IG', 'IG']"
"['广安', '国际', '花园']","['IA', 'IA', 'IA']"
"['导航', '贵阳市', '花溪区', '高坡乡']","['IO', 'IG', 'IG', 'IG']"
"['我们', '回家']","['X', 'X']"
"['去', '女儿', '村']","['X', 'IG', 'IG']"
['第一个'],['IP']
"['(', 'unknown', ')']","['X', 'X', 'X']"
"['我', '要', '去', '(', 'unknown', ')', '小学']","['X', 'X', 'X', 'X', 'X', 'X', 'IG']"
"['去毛', '坪', '尖']","['X', 'IG', 'IG']"
"['导航', '吧']","['IO', 'X']"
"['丰', '谷', '路', '云', '锦路']","['IA', 'IA', 'IA', 'IA', 'IA']"
"['最近', '的', '中国', '石油', '加油站']","['IK', 'X', 'IC', 'IC', 'IC']"
"['导航', '到', '泰州市', '海陵', '区', '盛', '和', '花园', '北门']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '到', '平朔', '五', '区', '市场']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['(', 'unknown', ')', '也', '不', '去', '退出', '吧']","['X', 'X', 'X', 'X', 'X', 'X', 'IO', 'X']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
"['导航', '去', '(', 'unknown', ')', '(', 'side', ')', '还', '还是', '我们', '上次', '住', '那', '住', '那', '宾馆', '吗']","['IO', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
['第三个'],['IP']
"['七彩', '花都', '集贸', '店']","['IA', 'IA', 'IA', 'IA']"
"['(', 'side', ')', '(', 'dialect', ')']","['X', 'X', 'X', 'X', 'X', 'X']"
"['到', '灵寿县', '上', '三', '汲', '乡', '河曲', '村']","['X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['闭', '导航']","['IO', 'IN']"
"['今天', '天津', '的', '天气']","['X', 'X', 'X', 'X']"
"['丁', '堰', '镇']","['IA', 'IA', 'IA']"
"['小白', '去', '长城', '宾馆']","['X', 'X', 'IG', 'IG']"
"['请', '导航', '到', '小池镇', '(', 'unknown', ')', '村']","['X', 'IO', 'X', 'IG', 'X', 'X', 'X', 'IG']"
"['府', '西路']","['IA', 'IA']"
"['和', '合', '小区', '在', '什么', '地方']","['IA', 'IA', 'IA', 'X', 'X', 'X']"
['一个'],['X']
"['去', '承德']","['X', 'IG']"
"['我', '我', '不', '去', '了', '再见']","['X', 'X', 'X', 'X', 'X', 'X']"
"['我', '要', '去', '貂蝉', '故里', '足浴', '店']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
['第一个'],['IP']
['确定'],['X']
"['(', 'side', ')']","['X', 'X', 'X']"
"['南京市', '浦口', '区', '百合', '路', '八号', '请', '导航']","['IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'X', 'IO']"
"['到', '广岛', '之', '恋', '(', 'side', ')']","['X', 'IG', 'IG', 'IG', 'X', 'X', 'X']"
"['我', '要', '去', '二二五', '省道']","['X', 'X', 'X', 'IG', 'IG']"
"['给', '我', '到', '平', '邑']","['X', 'X', 'X', 'IG', 'IG']"
"['我', '要', '到', '城外', '诚', '家居', '广场']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['导航', '回家']","['IO', 'X']"
"['殷', '家', '村']","['IA', 'IA', 'IA']"
['田东县'],['IA']
"['导航', '到', '七一路', '小学', '后门']","['IO', 'X', 'IG', 'IG', 'IG']"
"['请', '导航', '到', '冷水江市', '物流', '中心']","['X', 'IO', 'X', 'IG', 'IG', 'IG']"
"['去', '晋阳', '街', '车管所']","['X', 'IG', 'IG', 'IG']"
"['导航', '到', '财经', '学院']","['IO', 'X', 'IG', 'IG']"
"['(', 'side', ')', '(', 'dialect', ')']","['X', 'X', 'X', 'X', 'X', 'X']"
"['导航', '到', '廊', '线']","['IO', 'X', 'IG', 'IG']"
"['导航', '襄阳', '唐城']","['IO', 'IG', 'IG']"
"['导航', '到', '丽都', '医疗', '美容', '医院']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
['取消'],['IO']
"['导航', '兰县']","['IO', 'IG']"
"['同乐', '公园']","['IA', 'IA']"
"['导航', '去', '浩', '瑞', '钛', '金', '厂']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['下', '一', '页']","['IQ', 'IQ', 'IQ']"
"['取消', '导航']","['IO', 'IN']"
"['取消', '导航']","['IO', 'IN']"
['回家'],['X']
['上班'],['X']
"['去', '北方', '汽配']","['X', 'IG', 'IG']"
